entry,nac_fraction_holo,nac_holo_idxs,n_confident_holo,prmsd_mean,prmsd_std,nac_fraction_apo,nac_apo_idxs,n_confident_apo
A0A010YLP6,0.5,2;4;5;6;7;10;12;13;14;22;23;24;31;32;33;34;35;36;38;40;41;42;45;48;49;52;54;55;58;59;60,62,2.089343327283859,1.072784815971005,0.48,1;3;6;7;9;12;15;18;19;20;21;22;23;24;25;26;29;30;34;35;37;40;43;45;47;49;50;54;56;58;59;60;61;62;66;67;69;70;71;72;73;74;82;83;88;95;96;97,100
A0A024JSK2,0.8461538461538461,1;2;3;5;6;8;9;10;11;12;13;14;15;16;17;18;19;21;22;23;24;25;26;27;29;30;31;32;33;34;35;36;37;38;39;41;42;46;47;48;49;50;51;52,52,2.314352496266365,1.1927923413792745,0.59,1;2;3;5;6;7;8;9;10;12;13;14;15;20;21;22;24;26;27;28;33;36;37;38;39;41;43;44;45;47;49;50;51;52;53;54;55;56;57;59;60;61;62;63;64;70;71;75;76;80;81;84;86;87;88;93;94;96;99,100
A0A024JWI0,0.25806451612903225,1;2;13;16;19;26;30;31,31,2.845113834142685,1.0616678890568998,0.71,2;3;4;7;8;9;11;13;14;15;17;18;20;21;22;23;24;25;26;28;29;30;31;32;33;36;37;38;39;40;42;43;44;45;46;49;50;51;53;54;55;57;58;59;63;65;66;67;69;70;74;75;76;77;79;80;83;84;85;86;88;89;90;91;92;95;96;97;98;99;100,100
A0A024JZE3,0.0,,35,2.841035313606262,1.1660283628881118,0.0,,100
A0A024JZE8,0.2978723404255319,3;9;18;19;22;25;26;28;29;30;32;42;44;47,47,2.485258244276047,1.0713848476524914,0.26,2;8;18;20;22;27;30;31;32;34;35;37;47;51;52;53;54;57;58;62;66;72;78;90;91;95,100
A0A045K2P5,0.5102040816326531,1;3;4;5;9;10;11;16;19;20;23;24;25;27;28;30;32;34;38;39;40;43;44;47;49,49,2.413741104602814,1.1288808036387417,0.53,1;2;3;4;5;6;7;8;10;11;15;16;22;23;26;28;32;34;35;36;37;40;41;43;45;46;47;48;50;51;53;54;55;56;58;59;63;68;71;72;73;75;76;80;81;83;86;88;90;95;96;97;99,100
A0A051U3G5,0.10869565217391304,5;12;28;42;43,46,2.5339333271980284,1.2952797027281104,0.03,5;82;87,100
A0A051UFG9,0.5272727272727272,2;4;5;6;7;8;12;13;21;23;24;25;26;27;28;30;31;33;34;38;41;44;45;46;48;49;50;51;52,55,2.236657612323761,1.0481692484066643,0.72,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;38;39;43;44;47;49;51;52;53;54;55;56;57;59;60;62;64;66;67;68;71;74;76;78;81;82;83;85;86;87;89;90;91;92;94;96;97,100
A0A064CG00,0.3333333333333333,1;6;10;12;15;18;21;22;23;27;30;31;33;39;43;45,48,2.7247555589675905,1.4791482000717644,0.3,2;5;13;15;21;23;28;31;35;36;40;42;44;50;52;60;63;67;68;69;73;76;78;80;83;88;89;95;97;99,100
A0A0B1ZH49,0.23636363636363636,2;7;8;14;17;22;26;29;30;41;46;50;52,55,2.2824330633878707,1.2192938888404654,0.23,2;4;5;16;31;33;34;36;43;44;49;52;53;59;60;67;69;77;80;89;95;97;98,100
