entry,nac_fraction_holo,nac_holo_idxs,n_confident_holo,prmsd_mean,prmsd_std,nac_fraction_apo,nac_apo_idxs,n_confident_apo
A0A010YLP6,0.5357142857142857,2;3;6;8;10;11;12;13;14;15;16;20;22;23;25;30;34;35;38;40;42;45;46;47;49;50;51;53;54;55,56,2.256104667186737,1.1670891514497932,0.48,1;3;6;7;9;12;15;18;19;20;21;22;23;24;25;26;29;30;34;35;37;40;43;45;47;49;50;54;56;58;59;60;61;62;66;67;69;70;71;72;73;74;82;83;88;95;96;97,100
A0A024JSK2,0.8032786885245902,1;2;3;4;5;6;7;9;10;12;13;14;15;17;18;19;20;21;22;24;26;27;28;29;30;31;32;33;34;36;37;38;39;40;41;42;43;44;45;47;48;49;50;51;53;55;56;57;61,61,2.118474649190903,1.026890413975333,0.59,1;2;3;5;6;7;8;9;10;12;13;14;15;20;21;22;24;26;27;28;33;36;37;38;39;41;43;44;45;47;49;50;51;52;53;54;55;56;57;59;60;61;62;63;64;70;71;75;76;80;81;84;86;87;88;93;94;96;99,100
A0A024JWI0,0.5483870967741935,2;4;7;10;12;13;14;15;17;19;21;25;26;27;28;29;30,31,2.910456951856613,1.1298789926441692,0.73,2;3;4;7;8;9;11;13;14;15;16;17;18;20;21;22;23;24;25;26;28;29;30;31;32;33;36;37;38;39;40;42;43;44;45;46;49;50;51;53;54;55;57;58;59;63;65;66;67;69;70;74;75;76;77;79;80;82;83;84;85;86;88;89;90;91;92;95;96;97;98;99;100,100
A0A024JZE3,0.03125,4,32,2.8974002265930174,1.1957029792313039,0.01,20,100
A0A024JZE8,0.1794871794871795,16;19;20;29;31;33;37,39,2.607357978820801,1.0247639690806087,0.79,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;25;26;27;28;29;30;31;32;33;34;36;37;40;43;44;45;46;47;48;49;50;52;53;54;55;56;57;59;61;62;64;66;67;68;69;70;71;72;73;74;76;78;79;81;82;83;84;86;88;89;90;93;94;95;97;98;99;100,100
A0A045K2P5,0.3829787234042553,1;4;5;9;14;16;20;21;25;26;27;31;33;35;39;42;44;45,47,2.43395625770092,1.1789668279620618,0.53,1;2;3;4;5;6;7;8;10;11;15;16;22;23;26;28;32;34;35;36;37;40;41;43;45;46;47;48;50;51;53;54;55;56;58;59;63;68;71;72;73;75;76;80;81;83;86;88;90;95;96;97;99,100
A0A051U3G5,0.018867924528301886,50,53,2.343959862589836,1.2292049603705486,0.03,5;82;87,100
A0A051UFG9,0.5272727272727272,1;3;4;5;6;8;9;10;11;12;16;19;22;23;26;28;29;30;32;33;38;39;40;41;43;44;52;53;54,55,2.291825954914093,1.0922465397798733,0.72,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;38;39;43;44;47;49;51;52;53;54;55;56;57;59;60;62;64;66;67;68;71;74;76;78;81;82;83;85;86;87;89;90;91;92;94;96;97,100
A0A064CG00,0.2708333333333333,4;11;22;24;29;32;33;34;38;39;42;44;47,48,2.613810316324234,1.3133595356109011,0.3,2;5;13;15;21;23;28;31;35;36;40;42;44;50;52;60;63;67;68;69;73;76;78;80;83;88;89;95;97;99,100
A0A0B1ZH49,0.2,2;4;5;7;9;17;22;26;39;43,50,2.4038141280412675,1.2355516851883284,0.14,4;5;31;33;34;36;44;49;52;60;67;80;97;98,100
