entry,nac_fraction_holo,nac_holo_idxs,n_confident_holo,prmsd_mean,prmsd_std,nac_fraction_apo,nac_apo_idxs,n_confident_apo
A0A010YLP6,0.5087719298245614,1;2;3;6;8;9;14;15;20;21;23;26;28;31;33;34;35;36;38;40;41;44;45;49;51;52;53;54;56,57,2.187365770339966,1.0368876565248284,0.48,1;3;6;7;9;12;15;18;19;20;21;22;23;24;25;26;29;30;34;35;37;40;43;45;47;49;50;54;56;58;59;60;61;62;66;67;69;70;71;72;73;74;82;83;88;95;96;97,100
A0A024JSK2,0.8823529411764706,1;2;3;4;5;6;7;8;9;10;11;12;13;15;16;17;18;19;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;43;44;46;49;50;51,51,2.3780734860897064,1.2191498692519966,0.59,1;2;3;5;6;7;8;9;10;12;13;14;15;20;21;22;24;26;27;28;33;36;37;38;39;41;43;44;45;47;49;50;51;52;53;54;55;56;57;59;60;61;62;63;64;70;71;75;76;80;81;84;86;87;88;93;94;96;99,100
A0A024JWI0,0.5882352941176471,1;2;3;5;6;7;10;11;13;14;16;17;18;21;22;24;26;29;32;33,34,2.7535698115825653,1.105633771899958,0.73,2;3;4;7;8;9;11;13;14;15;16;17;18;20;21;22;23;24;25;26;28;29;30;31;32;33;36;37;38;39;40;42;43;44;45;46;49;50;51;53;54;55;57;58;59;63;65;66;67;69;70;74;75;76;77;79;80;82;83;84;85;86;88;89;90;91;92;95;96;97;98;99;100,100
A0A024JZE3,0.0,,34,2.8636577320098877,1.1931815675952955,0.0,,100
A0A024JZE8,0.1568627450980392,19;25;28;33;43;45;48;50,51,2.3489509987831116,1.010974301540882,0.95,1;2;3;4;5;6;7;8;9;10;12;13;14;15;16;17;18;19;20;21;22;23;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;60;61;62;63;64;65;66;67;68;69;70;71;72;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;100,100
A0A045K2P5,0.5416666666666666,1;2;5;9;10;12;14;15;17;18;19;21;22;23;25;29;31;34;35;38;39;40;41;43;46;47,48,2.3879959750175477,1.1752601358103558,0.53,1;2;3;4;5;6;7;8;10;11;15;16;22;23;26;28;32;34;35;36;37;40;41;43;45;46;47;48;50;51;53;54;55;56;58;59;63;68;71;72;73;75;76;80;81;83;86;88;90;95;96;97;99,100
A0A051U3G5,0.058823529411764705,8;40;45,51,2.445073397755623,1.285628939756889,0.11,2;5;7;44;56;72;81;82;87;91;93,100
A0A051UFG9,0.46938775510204084,2;3;8;9;10;13;14;17;18;19;21;22;31;32;33;35;36;37;39;40;41;43;46,49,2.4478893196582794,1.184879481338037,0.72,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;38;39;43;44;47;49;51;52;53;54;55;56;57;59;60;62;64;66;67;68;71;74;76;78;81;82;83;85;86;87;89;90;91;92;94;96;97,100
A0A064CG00,0.36538461538461536,2;3;11;12;16;17;23;26;28;30;31;36;40;41;42;45;47;49;52,52,2.4177630627155304,1.279963731295545,0.3,2;5;13;15;21;23;28;31;35;36;40;42;44;50;52;60;63;67;68;69;73;76;78;80;83;88;89;95;97;99,100
A0A0B1ZH49,0.24528301886792453,1;4;9;12;14;15;17;21;22;23;39;41;43,53,2.407567507624626,1.316830870098513,0.23,2;4;5;16;31;33;34;36;43;44;49;52;53;59;60;67;69;77;80;89;95;97;98,100
A0A0B1ZIQ0,0.024390243902439025,31,41,2.645701089501381,1.1535193412751068,0.53,9;10;12;17;19;21;24;28;30;31;32;33;34;37;39;40;41;44;47;48;50;51;52;53;54;56;57;59;61;64;65;66;67;68;69;72;75;76;78;79;81;82;83;84;85;87;88;89;91;94;98;99;100,100
A0A0B8NM02,0.25806451612903225,2;8;19;20;26;28;30;31;34;35;39;41;52;54;56;59,62,1.9859349751472473,1.1648772288756182,0.45,1;2;7;8;9;11;12;14;16;17;18;19;20;21;25;26;27;29;30;33;34;35;40;51;54;57;59;60;61;67;72;73;74;75;78;79;85;87;88;93;94;95;96;97;99,100
