entry,nac_fraction_holo,nac_holo_idxs,n_confident_holo,prmsd_mean,prmsd_std,nac_fraction_apo,nac_apo_idxs,n_confident_apo
A0A010YLP6,0.46153846153846156,3;4;8;11;13;16;17;18;22;25;26;27;29;31;33;35;36;37;40;44;45;47;49;52,52,2.25620197057724,1.0535405789118115,0.48,1;3;6;7;9;12;15;18;19;20;21;22;23;24;25;26;29;30;34;35;37;40;43;45;47;49;50;54;56;58;59;60;61;62;66;67;69;70;71;72;73;74;82;83;88;95;96;97,100
A0A024JSK2,0.74,1;2;3;5;6;7;8;9;10;11;12;14;15;16;18;19;20;21;22;23;24;25;26;28;29;30;31;32;33;34;36;37;40;41;42;46;47,50,2.233409445285797,1.01429236803436,0.59,1;2;3;5;6;7;8;9;10;12;13;14;15;20;21;22;24;26;27;28;33;36;37;38;39;41;43;44;45;47;49;50;51;52;53;54;55;56;57;59;60;61;62;63;64;70;71;75;76;80;81;84;86;87;88;93;94;96;99,100
A0A024JWI0,0.3888888888888889,5;10;11;14;15;16;18;19;22;26;28;30;32;36,36,2.798436963558197,1.1041701620459523,0.85,2;3;4;5;7;8;9;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;36;37;38;39;40;41;42;43;44;45;46;48;49;50;51;53;54;55;57;58;59;62;63;65;66;67;69;70;71;72;74;75;76;77;78;79;80;82;83;84;85;86;88;89;90;91;92;93;94;95;96;97;98;99;100,100
A0A024JZE3,0.0,,35,2.8489062643051146,1.121463184836537,0.0,,100
A0A024JZE8,0.3170731707317073,4;5;10;11;17;21;22;24;28;30;33;35;41,41,2.59968470454216,1.0515448659823103,0.26,2;8;18;20;22;27;30;31;32;34;35;37;47;51;52;53;54;57;58;62;66;72;78;90;91;95,100
A0A045K2P5,0.5,4;5;6;7;8;11;14;17;18;19;21;22;26;27;31;34;35;36;37;38;39;40;41;43;44;46;48;50;51;57;61;63,64,2.072323243021965,1.0262695656308676,0.53,1;2;3;4;5;6;7;8;10;11;15;16;22;23;26;28;32;34;35;36;37;40;41;43;45;46;47;48;50;51;53;54;55;56;58;59;63;68;71;72;73;75;76;80;81;83;86;88;90;95;96;97;99,100
A0A051U3G5,0.0625,1;21;40,48,2.4559409373998644,1.1932653743093526,0.03,5;82;87,100
A0A051UFG9,0.5531914893617021,2;4;5;6;7;11;12;13;16;17;18;19;21;22;23;24;27;30;32;33;36;37;38;41;42;47,47,2.5571976590156553,1.2027633012550956,0.73,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;38;39;43;44;46;47;49;51;52;53;54;55;56;57;59;60;62;64;66;67;68;71;74;76;78;81;82;83;85;86;87;89;90;91;92;94;96;97,100
A0A064CG00,0.4,2;7;10;11;13;15;21;22;23;25;29;30;35;37;39;40,40,2.7152256643772126,1.354116789052561,0.3,2;5;13;15;21;23;28;31;35;36;40;42;44;50;52;60;63;67;68;69;73;76;78;80;83;88;89;95;97;99,100
A0A0B1ZH49,0.2037037037037037,6;11;17;19;24;28;33;39;40;47;50,54,2.480649505853653,1.3451113471936231,0.23,2;4;5;16;31;33;34;36;43;44;49;52;53;59;60;67;69;77;80;89;95;97;98,100
