entry,nac_fraction_holo,nac_holo_idxs,n_confident_holo,prmsd_mean,prmsd_std,nac_fraction_apo,nac_apo_idxs,n_confident_apo
A0A010YLP6,0.46296296296296297,5;6;8;18;22;25;28;31;33;34;36;38;40;41;42;43;45;46;47;48;50;51;52;53;54,54,2.2973941856622697,1.0831731633103516,0.48,1;3;6;7;9;12;15;18;19;20;21;22;23;24;25;26;29;30;34;35;37;40;43;45;47;49;50;54;56;58;59;60;61;62;66;67;69;70;71;72;73;74;82;83;88;95;96;97,100
A0A024JSK2,0.6842105263157895,1;2;3;4;5;6;7;8;9;10;14;15;16;17;18;19;20;22;24;25;26;27;29;30;31;32;33;35;41;42;43;44;45;46;47;48;49;50;56,57,2.3073314952850343,1.1583454515148643,0.59,1;2;3;5;6;7;8;9;10;12;13;14;15;20;21;22;24;26;27;28;33;36;37;38;39;41;43;44;45;47;49;50;51;52;53;54;55;56;57;59;60;61;62;63;64;70;71;75;76;80;81;84;86;87;88;93;94;96;99,100
A0A024JWI0,0.35294117647058826,5;8;10;12;13;16;19;21;22;23;27;29,34,2.7245931136608124,1.0410568542495469,0.73,2;3;4;7;8;9;11;13;14;15;16;17;18;20;21;22;23;24;25;26;28;29;30;31;32;33;36;37;38;39;40;42;43;44;45;46;49;50;51;53;54;55;57;58;59;63;65;66;67;69;70;74;75;76;77;79;80;82;83;84;85;86;88;89;90;91;92;95;96;97;98;99;100,100
A0A024JZE3,0.0,,40,2.819511602520943,1.2143072249990556,0.0,,100
A0A024JZE8,0.21951219512195122,2;7;13;16;17;18;33;35;41,41,2.503103678226471,1.0115101064001637,0.26,2;8;18;20;22;27;30;31;32;34;35;37;47;51;52;53;54;57;58;62;66;72;78;90;91;95,100
A0A045K2P5,0.4074074074074074,1;4;9;10;11;17;19;20;22;24;25;28;29;32;35;37;39;40;46;47;48;50,54,2.3126597166061402,1.2053176607506342,0.53,1;2;3;4;5;6;7;8;10;11;15;16;22;23;26;28;32;34;35;36;37;40;41;43;45;46;47;48;50;51;53;54;55;56;58;59;63;68;71;72;73;75;76;80;81;83;86;88;90;95;96;97;99,100
A0A051U3G5,0.02564102564102564,10,39,2.6436397010087966,1.2078089331891126,0.03,5;82;87,100
A0A051UFG9,0.5357142857142857,1;4;5;6;7;9;11;12;14;17;22;25;26;27;28;30;31;32;33;35;36;40;41;43;44;45;47;48;49;53,56,2.2045410692691805,1.1129955016763349,0.72,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;38;39;43;44;47;49;51;52;53;54;55;56;57;59;60;62;64;66;67;68;71;74;76;78;81;82;83;85;86;87;89;90;91;92;94;96;97,100
A0A064CG00,0.325,1;6;8;14;21;23;26;28;29;30;31;32;35,40,2.7100740373134613,1.2838157897590663,0.3,2;5;13;15;21;23;28;31;35;36;40;42;44;50;52;60;63;67;68;69;73;76;78;80;83;88;89;95;97;99,100
A0A0B1ZH49,0.22807017543859648,7;8;10;12;14;18;23;27;28;29;40;44;46,57,2.3263045638799666,1.2658927550194747,0.14,4;5;31;33;34;36;44;49;52;60;67;80;97;98,100
A0A0B1ZIQ0,0.0,,40,2.7770057272911073,1.2315918089700055,0.0,,100
A0A0B8NM02,0.3793103448275862,1;5;7;8;9;12;14;15;21;24;27;31;33;35;36;39;42;43;47;50;52;53,58,2.0279824775457382,1.184923464008847,0.37,1;2;11;12;14;16;17;18;19;20;21;25;26;27;29;30;33;34;35;40;51;54;57;59;60;67;72;73;75;78;79;85;87;88;93;94;96,100
A0A0D1L7Y1,0.509090909090909,2;3;5;6;7;8;9;11;12;13;17;18;22;24;25;28;29;31;34;35;37;38;40;41;44;45;48;52,55,2.564256301522255,1.3867707956065025,0.4,2;3;4;6;7;11;13;16;20;22;24;38;39;40;42;48;50;52;54;55;59;62;66;69;70;73;75;78;80;82;83;85;86;88;93;95;96;97;99;100,100
A0A0D1LMF4,0.3018867924528302,5;7;12;13;14;19;24;25;26;31;37;46;47;51;52;53,53,2.396359473466873,1.236018878500587,0.07,23;28;43;48;53;96;100,100
A0A0D2EWW5,0.09090909090909091,9,11,3.5310879337787626,0.9781487111794892,0.09,10;38;60;64;68;75;91;93;100,100
A0A0E4CLA0,0.7,1;4;5;6;9;10;12;13;14;15;16;17;18;19;20;21;22;23;24;25;27;28;29;30;32;33;34;35;36;37;38;39;41;42;43;46;48;49;57;58;59;60,60,2.264597065448761,1.0429315491899684,0.71,1;3;4;5;8;9;10;11;12;13;14;16;17;19;21;23;24;26;28;30;33;34;35;36;37;38;40;42;43;44;46;47;48;49;50;51;53;55;56;58;60;61;63;64;66;67;68;69;72;73;74;75;76;77;79;80;81;82;83;86;88;91;92;93;94;95;96;97;98;99;100,100
A0A0E4GX90,0.14705882352941177,2;4;8;20;29,34,2.8022732770442964,1.0864758525834681,0.25,13;17;23;25;27;38;42;45;46;51;53;54;56;57;60;62;68;70;71;76;83;84;87;89;95,100
A0A0F4ES51,0.425531914893617,2;3;5;6;7;11;12;16;21;23;26;29;30;31;32;33;37;41;42;46,47,2.5318649071455,1.3455111790515073,0.49,4;6;8;9;11;13;14;16;17;20;24;25;26;28;31;33;35;39;42;44;47;48;49;50;53;54;55;57;60;63;66;68;70;71;73;74;77;78;81;84;85;87;91;92;93;95;96;97;100,100
