entry,nac_fraction_holo,nac_holo_idxs,n_confident_holo,prmsd_mean,prmsd_std,nac_fraction_apo,nac_apo_idxs,n_confident_apo
A0A010YLP6,0.43636363636363634,2;5;7;9;10;11;21;22;24;28;29;30;31;32;34;38;42;44;46;49;50;52;53;55,55,2.2257713222503663,1.0341471607963382,0.48,1;3;6;7;9;12;15;18;19;20;21;22;23;24;25;26;29;30;34;35;37;40;43;45;47;49;50;54;56;58;59;60;61;62;66;67;69;70;71;72;73;74;82;83;88;95;96;97,100
A0A024JSK2,0.8214285714285714,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;19;20;21;22;23;25;28;29;30;31;33;34;35;37;38;39;40;41;42;44;45;46;47;49;50;51;52;53;54;56,56,2.1723220634460447,1.0560953181463302,0.59,1;2;3;5;6;7;8;9;10;12;13;14;15;20;21;22;24;26;27;28;33;36;37;38;39;41;43;44;45;47;49;50;51;52;53;54;55;56;57;59;60;61;62;63;64;70;71;75;76;80;81;84;86;87;88;93;94;96;99,100
A0A024JWI0,0.42424242424242425,1;2;6;7;8;10;12;13;18;19;20;21;27;28,33,2.8264614641666412,1.0907063463588063,0.73,2;3;4;7;8;9;11;13;14;15;16;17;18;20;21;22;23;24;25;26;28;29;30;31;32;33;36;37;38;39;40;42;43;44;45;46;49;50;51;53;54;55;57;58;59;63;65;66;67;69;70;74;75;76;77;79;80;82;83;84;85;86;88;89;90;91;92;95;96;97;98;99;100,100
A0A024JZE3,0.0,,22,3.1421408104896544,1.1329278851697238,0.0,,100
A0A024JZE8,0.2653061224489796,6;8;12;22;25;26;27;28;30;32;34;40;45,49,2.4355165618658066,1.071757238681428,0.21,2;8;18;20;27;30;31;32;34;37;47;52;53;54;57;62;66;72;78;90;95,100
A0A045K2P5,0.39285714285714285,1;10;12;17;19;23;26;28;29;30;38;39;41;42;44;45;46;48;49;51;52;56,56,2.3590946394205092,1.1380261781007834,1.0,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100,100
A0A051U3G5,0.046511627906976744,8;10,43,2.570968078970909,1.2218696721331213,0.11,2;5;7;44;56;72;81;82;87;91;93,100
A0A051UFG9,0.41818181818181815,2;4;5;7;8;9;10;12;13;15;16;18;19;23;27;29;33;34;35;36;37;38;42,55,2.3893707716464996,1.2103674921386196,0.73,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;38;39;43;44;46;47;49;51;52;53;54;55;56;57;59;60;62;64;66;67;68;71;74;76;78;81;82;83;85;86;87;89;90;91;92;94;96;97,100
A0A064CG00,0.21739130434782608,7;11;13;18;21;23;28;34;37;39,46,2.561531563997269,1.3666268967534903,0.3,2;5;13;15;21;23;28;31;35;36;40;42;44;50;52;60;63;67;68;69;73;76;78;80;83;88;89;95;97;99,100
A0A0B1ZH49,0.25,1;4;9;17;18;21;26;27;34;36;37;45;47,52,2.483006627559662,1.2759341492182459,0.14,4;5;31;33;34;36;44;49;52;60;67;80;97;98,100
A0A0B1ZIQ0,0.022222222222222223,9,45,2.759817899465561,1.2547966708072211,0.0,,100
A0A0B8NM02,0.22413793103448276,3;4;8;12;15;16;27;33;38;39;40;51;53,58,2.0293239426612852,1.188979275267121,0.45,1;2;7;8;9;11;12;14;16;17;18;19;20;21;25;26;27;29;30;33;34;35;40;51;54;57;59;60;61;67;72;73;74;75;78;79;85;87;88;93;94;95;96;97;99,100
A0A0D1L7Y1,0.43548387096774194,3;4;5;6;7;8;12;20;24;25;26;27;31;32;33;35;37;38;39;40;43;45;46;48;49;55;56,62,2.298749423623085,1.234135931503224,0.4,2;3;4;6;7;11;13;16;20;22;24;38;39;40;42;48;50;52;54;55;59;62;66;69;70;73;75;78;80;82;83;85;86;88;93;95;96;97;99;100,100
A0A0D1LMF4,0.22,5;9;11;13;15;16;19;23;25;41;43,50,2.3765470039844514,1.205231816999183,0.07,23;28;43;48;53;96;100,100
A0A0D2EWW5,0.0,,16,3.224696545600891,1.0741079303837977,0.0,,100
A0A0E4CLA0,0.7090909090909091,1;2;3;4;6;7;8;10;11;12;13;15;16;17;18;19;20;21;22;23;26;28;29;31;33;34;36;37;40;41;42;43;45;46;48;49;50;51;53,55,2.4803201162815096,1.154345073380268,0.99,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100,100
A0A0E4GX90,0.08695652173913043,10;12,23,3.0565625941753387,1.0807267064729928,0.24,13;17;23;25;27;38;42;45;46;51;53;54;57;60;62;68;70;71;76;83;84;87;89;95,100
