entry,nac_fraction_holo,nac_holo_idxs,n_confident_holo,prmsd_mean,prmsd_std,nac_fraction_apo,nac_apo_idxs,n_confident_apo
A0A010YLP6,0.543859649122807,1;2;4;8;10;13;14;15;17;18;19;22;23;24;26;29;33;34;35;36;39;41;42;43;46;47;49;50;52;55;56,57,2.198349415063858,1.0615060506303926,0.48,1;3;6;7;9;12;15;18;19;20;21;22;23;24;25;26;29;30;34;35;37;40;43;45;47;49;50;54;56;58;59;60;61;62;66;67;69;70;71;72;73;74;82;83;88;95;96;97,100
A0A024JSK2,0.8076923076923077,1;2;3;4;5;6;7;8;10;11;12;13;16;18;21;22;23;24;25;26;27;28;29;30;31;32;33;34;36;37;38;39;41;42;43;45;46;47;48;50;51;52,52,2.3361565554142,1.0966382361045643,0.59,1;2;3;5;6;7;8;9;10;12;13;14;15;20;21;22;24;26;27;28;33;36;37;38;39;41;43;44;45;47;49;50;51;52;53;54;55;56;57;59;60;61;62;63;64;70;71;75;76;80;81;84;86;87;88;93;94;96;99,100
A0A024JWI0,0.5333333333333333,1;3;7;8;9;10;11;12;16;17;19;20;21;24;27;28,30,2.787405004501343,1.0508032346247855,0.71,2;3;4;7;8;9;11;13;14;15;17;18;20;21;22;23;24;25;26;28;29;30;31;32;33;36;37;38;39;40;42;43;44;45;46;49;50;51;53;54;55;57;58;59;63;65;66;67;69;70;74;75;76;77;79;80;83;84;85;86;88;89;90;91;92;95;96;97;98;99;100,100
A0A024JZE3,0.0,,35,2.8609135222434996,1.1903460376695292,0.0,,100
A0A024JZE8,0.20833333333333334,10;12;17;28;34;37;44;45;46;48,48,2.488083997964859,1.129801638236766,0.26,2;8;18;20;22;27;30;31;32;34;35;37;47;51;52;53;54;57;58;62;66;72;78;90;91;95,100
A0A045K2P5,0.52,1;5;7;8;9;12;15;19;21;22;23;24;25;27;29;30;32;33;35;37;41;42;45;46;48;49,50,2.3696656036376953,1.1197100099443384,0.53,1;2;3;4;5;6;7;8;10;11;15;16;22;23;26;28;32;34;35;36;37;40;41;43;45;46;47;48;50;51;53;54;55;56;58;59;63;68;71;72;73;75;76;80;81;83;86;88;90;95;96;97;99,100
A0A051U3G5,0.12244897959183673,8;18;23;27;39;45,49,2.4711194199323656,1.1937564098007551,0.11,2;5;7;44;56;72;81;82;87;91;93,100
A0A051UFG9,0.55,2;4;6;7;8;11;12;13;14;17;18;20;21;22;23;25;26;29;31;35;37;38;39;40;41;44;45;46;49;53;56;57;59,60,2.1880276829004286,1.0777905990370287,0.72,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;38;39;43;44;47;49;51;52;53;54;55;56;57;59;60;62;64;66;67;68;71;74;76;78;81;82;83;85;86;87;89;90;91;92;94;96;97,100
A0A064CG00,0.23809523809523808,2;4;16;19;21;22;26;37;38;42,42,2.659747061133385,1.2219457633987947,0.3,2;5;13;15;21;23;28;31;35;36;40;42;44;50;52;60;63;67;68;69;73;76;78;80;83;88;89;95;97;99,100
A0A0B1ZH49,0.22916666666666666,4;6;8;9;14;16;22;23;24;32;44,48,2.5796910470724104,1.276294862869005,0.24,2;4;5;16;24;31;33;34;36;43;44;49;52;53;59;60;67;69;77;80;89;95;97;98,100
A0A0B1ZIQ0,0.024390243902439025,13,41,2.7399325877428056,1.2471087023290288,0.0,,100
A0A0B8NM02,0.34545454545454546,7;10;17;18;22;24;28;31;33;34;38;39;41;43;44;45;47;48;49,55,2.18952829182148,1.2444560960415563,0.37,1;2;11;12;14;16;17;18;19;20;21;25;26;27;29;30;33;34;35;40;51;54;57;59;60;67;72;73;75;78;79;85;87;88;93;94;96,100
A0A0D1L7Y1,0.5172413793103449,2;3;4;6;7;9;12;13;16;19;20;22;23;24;25;26;28;29;30;32;35;36;38;40;42;46;49;52;56;58,58,2.3104629039764406,1.2168380439855477,0.4,2;3;4;6;7;11;13;16;20;22;24;38;39;40;42;48;50;52;54;55;59;62;66;69;70;73;75;78;80;82;83;85;86;88;93;95;96;97;99;100,100
A0A0D1LMF4,0.1509433962264151,5;6;12;23;24;32;34;44,53,2.300924703478813,1.2403984631081704,0.07,23;28;43;48;53;96;100,100
A0A0D2EWW5,0.1875,1;4;8,16,3.423441125154495,1.0100972768274372,0.09,10;38;60;64;68;75;91;93;100,100
A0A0E4CLA0,0.72,1;3;4;5;6;7;8;9;10;11;13;14;15;17;18;20;21;22;24;26;27;28;29;30;31;32;34;37;38;39;40;41;45;46;48;49,50,2.388714988231659,1.065755906845339,0.71,1;3;4;5;8;9;10;11;12;13;14;16;17;19;21;23;24;26;28;30;33;34;35;36;37;38;40;42;43;44;46;47;48;49;50;51;53;55;56;58;60;61;63;64;66;67;68;69;72;73;74;75;76;77;79;80;81;82;83;86;88;91;92;93;94;95;96;97;98;99;100,100
A0A0E4GX90,0.15384615384615385,1;4;9;15,26,2.9541955256462096,1.029402272073856,0.24,13;17;23;25;27;38;42;45;46;51;53;54;57;60;62;68;70;71;76;83;84;87;89;95,100
A0A0F4ES51,0.37777777777777777,2;3;4;6;9;12;15;16;18;19;21;25;28;32;34;38;43,45,2.552873175740242,1.3756762605440298,0.49,4;6;8;9;11;13;14;16;17;20;24;25;26;28;31;33;35;39;42;44;47;48;49;50;53;54;55;57;60;63;66;68;70;71;73;74;77;78;81;84;85;87;91;92;93;95;96;97;100,100
A0A0F5MSZ2,0.5614035087719298,3;4;5;6;7;8;10;12;13;15;16;17;18;19;22;25;26;28;30;31;32;33;35;37;39;41;43;46;48;54;55;57,57,2.33589106798172,1.0984298139953166,0.88,1;3;4;5;6;7;8;9;10;11;12;13;14;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;36;37;38;39;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;61;63;64;65;66;67;69;70;71;73;74;76;77;78;79;80;81;82;83;84;87;88;89;90;91;92;93;94;95;96;97;98;99;100,100
A0A0F5NA60,0.11538461538461539,3;14;23;29;30;42,52,2.275739888548851,1.2373584892712497,0.02,36;48,100
A0A0H2ZUI5,0.0425531914893617,6;11,47,2.612141205072403,1.2470189062607717,0.04,64;73;84;93,100
A0A0H3MCY6,0.3125,1;8;9;10;12;13;18;22;26;29,32,2.9035659980773927,1.2491818211016839,0.31,1;4;5;6;7;11;12;16;17;20;21;23;26;36;39;43;45;47;50;52;53;55;57;60;61;71;74;82;85;89;95,100
A0A0H3MU55,0.39622641509433965,2;3;7;14;15;16;19;20;21;22;25;26;27;29;31;37;40;41;43;48;51,53,2.242742217183113,1.2168105849308044,0.21,4;7;12;23;28;30;36;40;42;46;48;55;56;68;70;74;76;85;88;91;98,100
A0A0H5BB76,0.5208333333333334,1;2;4;6;8;9;11;14;17;18;19;22;23;26;27;29;31;33;36;38;40;41;44;45;46,48,2.329717763066292,1.3076572494098038,0.9,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20;21;22;23;25;26;27;28;29;30;31;33;34;35;36;37;38;39;40;42;43;44;45;46;48;49;50;51;52;53;54;55;56;57;59;60;61;62;63;64;65;66;67;69;70;71;73;74;75;76;77;78;79;80;81;82;83;84;85;87;88;89;90;91;92;93;94;95;96;97;98;99;100,100
A0A0H5NNV9,0.15873015873015872,17;28;29;36;37;47;53;55;56;57,63,2.2183593916893005,1.2585630651958735,0.28,1;2;3;5;6;8;9;13;14;17;23;29;38;40;41;43;45;48;52;54;59;61;65;75;79;80;88;91,100
A0A0H5RL48,0.2222222222222222,1;2;6;17;19;25;27;35;37;44,45,2.39348666369915,1.250825661863623,0.54,3;9;10;12;16;18;19;20;21;22;24;27;28;29;30;31;33;34;37;38;39;41;43;44;46;51;52;54;55;56;57;59;62;64;66;67;69;71;72;74;76;77;82;83;85;87;89;90;92;93;95;97;98;99,100
A0A0H5RMP7,0.0,,55,2.423412971496582,1.2539533062922883,0.0,,100
A0A0I9Z3I8,0.44680851063829785,2;9;10;11;12;14;17;21;23;24;25;28;29;30;32;33;34;35;36;43;47,47,2.473102023601532,1.2342365637463895,0.88,1;2;4;5;6;7;9;11;12;13;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35;36;37;38;39;41;44;45;46;47;48;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;88;89;90;91;92;93;94;95;96;97;99;100,100
A0A0J6VW20,0.45,1;5;10;13;15;16;19;23;24;26;30;38;40;43;44;45;47;48;49;50;51;52;55;56;58;59;60,60,2.2566968309879303,1.1147014943331066,1.0,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100,100
A0A0J6VZP7,0.08,5;15;29;37,50,2.392842180728912,1.3063444393202783,0.03,37;86;95,100
A0A0J6WR15,0.11428571428571428,1;9;16;27,35,2.8179643070697784,1.0829968523639781,0.19,11;13;16;20;28;34;40;43;44;48;50;58;60;64;73;83;88;90;92,100
A0A0J6Z0M9,0.1206896551724138,9;11;18;35;36;51;58,58,2.083275467157364,1.1657672777410897,0.4,1;2;5;6;7;8;9;11;12;15;16;17;19;23;26;28;33;34;41;48;49;53;55;57;60;62;64;65;69;70;74;75;76;82;83;87;92;93;98;100,100
A0A0J8TWL2,0.3958333333333333,5;9;11;13;14;18;19;23;25;26;27;28;32;33;34;35;42;44;48,48,2.416292294859886,1.2184001782589047,0.39,1;3;4;5;6;7;8;14;16;17;20;21;23;27;30;37;43;44;49;50;51;53;54;57;58;62;63;66;68;70;71;72;81;82;86;88;89;95;96,100
A0A0J8TXD9,0.7307692307692307,2;3;4;6;7;8;9;10;12;13;14;15;16;17;18;19;20;21;23;24;26;27;28;29;30;31;33;34;35;37;38;39;42;44;45;47;48;51,52,2.350213049650192,1.1897296000396445,0.93,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;30;31;32;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;54;55;56;57;58;59;60;61;62;63;64;65;66;67;69;70;71;72;75;76;77;78;79;80;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100,100
A0A0K0X557,0.5,1;4;5;6;10;11;12;13;19;21;23;24;27;28;29;31;33;34;37;38;41;42;43;44;49,50,2.273312438130379,1.01866203678882,0.76,1;3;4;6;7;8;9;10;11;14;15;16;17;18;19;22;23;24;25;26;27;29;30;31;32;33;34;35;36;37;39;40;42;43;44;45;47;48;49;50;51;54;55;56;57;60;61;63;64;66;67;68;70;71;72;73;74;75;77;78;79;80;81;82;84;86;88;89;90;91;92;93;94;95;96;99,100
A0A0K0XB28,0.14285714285714285,3;11;13,21,3.0959108126163484,1.1254966940563393,0.18,7;17;18;35;37;41;49;53;55;56;58;62;63;65;78;82;83;92,100
A0A0K0XCM7,0.3103448275862069,1;4;7;16;19;20;22;27;28;32;34;40;44;47;51;54;57;58,58,2.3568558168411253,1.085622011349045,0.26,2;9;10;21;22;28;29;31;37;39;40;43;50;59;60;64;66;69;74;78;82;91;94;95;97;98,100
A0A0L0JLL3,0.5573770491803278,4;6;7;8;10;11;12;15;17;19;20;21;22;23;24;25;28;29;30;33;35;36;38;40;43;44;47;48;50;51;53;55;59;61,61,2.1395221090316774,1.1735384501831163,0.26,6;10;14;16;18;20;27;29;32;37;38;39;42;43;44;45;48;56;58;63;69;71;77;86;93;99,100
A0A0L0JTI1,0.6612903225806451,1;2;4;6;8;9;10;11;13;14;15;16;17;20;21;22;24;26;27;29;33;35;37;38;39;40;41;42;43;44;47;48;49;50;51;52;53;56;59;60;61,62,2.117057328820229,1.1263595154775672,1.0,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100,100
A0A0M2JYX2,0.19148936170212766,3;11;14;22;25;29;32;33;36,47,2.578747951388359,1.3123913410599177,0.18,6;9;18;27;29;32;34;39;48;51;54;61;67;74;78;80;89;95,100
A0A0M2WG04,0.46938775510204084,2;3;4;7;8;11;12;15;16;18;19;20;21;22;23;28;30;31;33;35;37;39;49,49,2.4119765585660935,1.2266291874248576,0.29,6;7;8;9;10;11;14;16;26;28;29;31;32;45;46;47;52;57;60;63;65;70;71;73;76;77;78;83;93,100
A0A0N9XFV2,0.5918367346938775,1;2;4;5;7;8;10;14;15;16;17;18;19;20;21;27;28;30;32;33;34;36;38;40;41;42;46;47;48,49,2.619065647125244,1.211594757918507,0.6,1;2;6;7;10;11;12;13;16;18;19;20;22;24;25;26;27;28;30;32;33;36;37;41;42;43;49;50;51;52;54;56;60;61;63;65;66;67;68;71;72;73;74;77;78;81;82;83;84;86;88;90;91;93;94;96;97;98;99;100,100
A0A0N9YG13,0.42857142857142855,2;6;8;9;13;14;15;22;25;26;27;28,28,2.852093060016632,1.0908059474796323,0.57,1;2;3;5;6;7;8;9;10;11;13;14;16;17;19;20;22;23;24;30;32;35;38;39;41;42;43;44;48;50;51;52;53;56;57;58;59;62;63;64;66;67;73;77;78;79;82;83;84;86;87;88;90;94;96;99;100,100
